index;nome_produto;categoria;pred_encode;categoria_pred
5376;ALHO FAMO 200G;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
2126;ACAI GOOLA C/BANANA STICK C/4 PCT 320G;AÇAÍ;193;MASSA SECA
5006;MISSO TOZAN 500G;COMIDA ORIENTAL;269;SALGADINHO E APERITIVO
119;ESPONJA BANHO PORUS SENSATION;ACESSÓRIOS DE BANHO;189;MAQUIAGEM
16327;TEMP ESPEC MARINAR 500ML ERVAS FINAS;TEMPERO;288;TEMPERO
17550;RECIPIENTE TERMICO 2,5L TERMOGUARANI VERDE;UTENSÍLIOS PARA CAFÉ;300;UTENSÍLIOS DE PLÁSTICO
4712;COGUMELO INTEIRO PREZUNIC 200G;COGUMELO;72;COGUMELO
8874;INSET PAST MAT INSET RF LV12PG10;INSETICIDA;154;INSETICIDA
13349;PAO AMOR LEITE PAN 300G;PÃES;247;PÃES
5256;COND PALMOLIVE ANTICASPA CLASSICO 350ML;CONDICIONADOR;77;CONDICIONADOR
5586;CR PENTEAR DOVE LOCAO ANTIQUEDA 150ML;CREME DE PENTEAR;85;CREME DE PENTEAR
7709;GEL COLA ALFA LOOKS 250G;FIXADOR DE CABELO;130;FIXADOR DE CABELO
2958;BALA MASTIG SASSE MACA VDE 900G-PC;BOMBONIERE;46;BOMBONIERE
3177;BONECA VOGUEL GIRL BEAUTY;BRINQUEDOS MENINAS;50;BRINQUEDOS MENINAS
6887;ESC DENT DES ORAL B COMP+A SEP KIT ED. 250ML;ESCOVA DENTAL ADULTO;112;ESCOVA DENTAL ADULTO
12079;OVOS BRANCOS GRANJA ODAN GRANDE PVC C/20;OVOS;216;OVO DE PÁSCOA
804;ALIM GATO WHISKAS SENIOR PEIXE SACHE 85G;ALIMENTO PARA GATOS;12;ALIMENTO PARA CÃES
7353;MIST PAO INTEGRAL FLEISCHMANN 450G;FARINÁCEO;124;FARINÁCEO
12337;PANO ALKLIN MULTIUSO 36X40CM C/2;PANOS/FLANELAS;220;PANOS/FLANELAS
6890;ESC DENTAL COLGATE 360 SENSITIVE LV2PG1;ESCOVA DENTAL ADULTO;112;ESCOVA DENTAL ADULTO
14471;SABONETEIRA ACASA D ACO INOX 7701;SABONETEIRA;259;SABONETE BARRA
15867;SUCO PTO MAGUARY LIMONADA 1L;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
7603;FERRO ARNO VAPOR VIRTUO 20 220V FV20;FERRO/PASSADOR DE ROUPA;127;FERRO/PASSADOR DE ROUPA
2;ABS C/ABAS SILHOUETTE C/8;ABSORVENTE;0;ABSORVENTE
4878;MINI KIT TINTURA BIOCOLOR 6.7;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
240;FONE P/OUVIDO ELG KIDS JOY;ACESSÓRIOS ELETRO;4;ACESSÓRIOS ELETRO
12046;OVOS GDE BC MANTIQ ISOP 1DZ;OVOS;216;OVO DE PÁSCOA
5224;COND CAPICILIN 250ML HAIRPANTOL;CONDICIONADOR;77;CONDICIONADOR
13801;REFRES BRASSUK 300G TANGERINA (FAZ 10L);REFRESCO EM PÓ;251;REFRESCO EM PÓ
13105;COPO KUKA FUN TREINAMENTO 330ML AZUL;PUERICULTURA;303;UTENSÍLIOS DE VIDRO
8979;IOG GREGO LIGHT NESTLE 360G BAUN;IOGURTE;155;IOGURTE
9307;KIT SEDUCTION SH 1L+CO 1L SANTO MILAGRE;KIT CABELOS ADULTOS;273;SHAMPOO
15901;NECTAR 200ml YUMMY FRESH UVA/MACA;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
1212;ARROZ VAPZA INTEGRAL ORG COZ VAPOR 250G;ARROZ;22;ARROZ
1057;AP.BARB GILLETTE SIMPLY VENUS;APARELHO DE BARBA;133;FRALDA INFANTIL
4880;T.BIOCOLOR KIT FLUIDGEL 7.0 LOU.MEDIO;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
7869;FRALDA HUGGIES TMONICA T-PROT JUMBO GDE 28UN;FRALDA INFANTIL;133;FRALDA INFANTIL
238;WI-DRIVE KINGSTON 32GB WID/32GBZE;ACESSÓRIOS ELETRO;286;TELEFONIA
1425;MINI BRINQUEDO ROMANA C/10 L SOGRA .;ARTIGOS PARA FESTAS;7;ACESSÓRIOS PET
7218;Espetinho de Kafta Congelado Mimi 400g;ESPETINHO;250;QUEIJO
7305;EXTR TOM COLONIAL 140G-LT;EXTRATO DE TOMATE;74;COLORAÇÃO FEMININA
4730;COLOMBA DOLCE PASQUA CHOC 300G;COLOMBA PASCAL;247;PÃES
4394;CHURRASQUEIRA MOR MONTANA 33005;CHURRASCO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
10986;MASSA GENTILE PENNE ZITI RIGATE 500G;MASSA SECA;193;MASSA SECA
11764;COMPOSTO MEL FITOBEL 150G, PROPOL/EUCAL;NUTRIÇÃO INFANTIL;272;SAUDÁVEL
14506;SABAO PEDRA URCA PREMIUM COCO 200G;SABÃO EM BARRA;264;SABÃO EM BARRA
3422;CAFE ALMOFADA SELETO TRAD 500G**;CAFÉ;54;CAFÉ
3536;SAND IPANEMA NATURE, 33/34, ROSA/ROSA;CALÇADO ADULTO;56;CALÇADO ADULTO
12164;PANETONE BAUDUCCO MAXI C/PEDAÇOS MORANGO 500G;PANETONE;219;PANETONE
11301;MEL LAMBERTUCCI BISN 260GR. LARANJA;MEL;272;SAUDÁVEL
5834;CR DENT ICE FRESH 90G OVER GEL;CREME/GEL DENTAL ADULTO;87;CREME/GEL DENTAL ADULTO
3592;SAND HAVAIANAS TRAD 1PR. AZUL 33/34;CALÇADO ADULTO;56;CALÇADO ADULTO
2608;BISC WAFF MINUETO LIMAO 115G;BISCOITO;44;BISCOITO
16214;DRY RUB BOMBAY BLACK BEEF 250G;TEMPERO;44;BISCOITO
15600;SORVETE ICE BOM SUPER 2L MORANGO;SORVETE;278;SORVETE
2940;SUSPIRO DOC SAB 85 g;BOMBONIERE;137;FRUTAS
15885;SUCO PTO JUXX ROMA ZERO 200ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
4591;CIGARRO MARLBORO DOUBLE MIX BOX UN;CIGARRO;133;FRALDA INFANTIL
673;ALIM CAES BAW WAW FILHOTES CARNE/LEITE 2KG;ALIMENTO PARA CÃES;12;ALIMENTO PARA CÃES
17088;POTE PREMIUM 350ml UZ VERDE;UTENSÍLIOS DE PLÁSTICO;303;UTENSÍLIOS DE VIDRO
5728;MASCARA DE TRATAMENTO 1kg GOTA DOURADA QUIMICA;CREME PARA TRATAMENTO;86;CREME PARA TRATAMENTO
14581;SACO P/ LIXO UAI 30L BRANCO .;SACOS;265;SACOS
15858;NECTAR MAGUARY TANGERINA 335ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
18168;VINHO TT SUAVE MESA 720ML;VINHO;311;VINHO
8753;LAMP GOLDEN LED 8W BRANCA;ILUMINAÇÃO;153;ILUMINAÇÃO
17264;XICARA CASA C/PIRES R CHA POAA004RS;UTENSÍLIOS DE PORCELANA/CERÂMICA;303;UTENSÍLIOS DE VIDRO
15154;SNACK KALASSI BARBECUE 100G;SAUDÁVEL;272;SAUDÁVEL
14771;AMENDOIM CRU ZAELI BENEFICIADO 500G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
3948;JG CAMA ACASA CASAL MICROF R AZ S7047;CAMA;58;CAMA
4747;TINT PERM NUTRISSE MASCR KIT 80 PATRIA AMADA;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
11383;MILHO VERDE OLE LT 200G;MILHO VERDE EM CONSERVA;137;FRUTAS
17083;BANDEJA ORIENTAL (ABS, TAM: 21.5CM) -DAISO;UTENSÍLIOS DE PLÁSTICO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
350;GASPAR PENTE DECOR.REF 6201;ACESSÓRIOS PARA CABELO;6;ACESSÓRIOS PARA CABELO
7010;ESMALTE CREMOSO 5FREE MEU JEITO 8ML  VULT;ESMALTE;116;ESMALTE
4609;CIGARRO HILTON SLIMS UN;CIGARRO;133;FRALDA INFANTIL
17509;DECANTER GS MERLOT 1.4L 311104027;UTENSÍLIOS DE VIDRO;300;UTENSÍLIOS DE PLÁSTICO
1764;FRANGO CONGELADO REAL KG;AVE CONGELADA;33;AVE RESFRIADA
10931;MAC C OVOS ADRIA 500G, CONCHINHA;MASSA SECA;193;MASSA SECA
272;CORTADOR UNHAS UNHEX 916;ACESSÓRIOS MÃO E PÉ;116;ESMALTE
11823;ORG CAJOVIL INF RS POP 5.6L 0919086;ORGANIZADOR;296;UTENSÍLIOS DE INOX/ALUMÍNIO
6939;ESC DENT DES ORAL B PRO SAUDE CROSS ACTTION PLUS;ESCOVA DENTAL ADULTO;112;ESCOVA DENTAL ADULTO
16170;CELULAR SAMSUNG GALAXY A9 128GB AZ A920F;TELEFONIA;286;TELEFONIA
3876;MANTA BABY CZ OVELHA 70X90 4276;CAMA;58;CAMA
8815;VELA SAO DOMINGOS VOT SRA DESAT NOS;ILUMINAÇÃO;153;ILUMINAÇÃO
2218;TOALHA DE ROSTO SITRA, LARANJA;BANHO;39;BANHO
12599;FILE SALMAO DAMM MARINADO FAT 100G;PEIXE RESFRIADO;48;BOVINO RESFRIADO
12322;BOBINA ALKLIN 25 PANOS C PICOTE VD 22X35C;PANOS/FLANELAS;296;UTENSÍLIOS DE INOX/ALUMÍNIO
3471;CAFE LINA 250G PCT;CAFÉ;54;CAFÉ
16024;ALBUMINA ASA 500GR POWER BAUNILHA .;SUPLEMENTO ALIMENTAR;193;MASSA SECA
4106;CEREAL FUNC KELLNESS GRAN AMEND CAN 270G;CEREAL MATINAL;40;BARRA DE CEREAL
9433;SABAO PASTA ATOL 500G;LAVA LOUÇA;264;SABÃO EM BARRA
15423;VINHO ESPANHOL MANTIBRE RIOJA 750ML;SIDRA/ESPUMANTE;311;VINHO
10019;LIMP M USO VEJA MULTI-USO 750ML LAVANDA/ALCOOL;LIMPADOR MULTIUSO;176;LIMPADOR MULTIUSO
15254;SH PALMOLIVE REP COMPLETA 350ML;SHAMPOO;273;SHAMPOO
14590;SACO P/LIXO AZUL BOM LIXO 100LTS;SACOS;265;SACOS
9823;LEITE FER ZERO LAC NO 450G BAUN;LEITE FERMENTADO;171;LEITE UHT
6486;DOCES 300g BANANADA NSG;DOCE MASSA;103;DOCE PASTA
1383;FACA DESC FESTCOLOR AZ RY C/10;ARTIGOS PARA FESTAS;296;UTENSÍLIOS DE INOX/ALUMÍNIO
4398;CHURRASQUEIRA MOR PRAIANA;CHURRASCO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
2897;BALAS SANTA RITA 150GR DURA CHICLE BOOL SOR;BOMBONIERE;46;BOMBONIERE
13236;PURIF AR AERO SECAR AGUA PERF ALEGRIM 400ML;PURIFICADOR DE AR;246;PURIFICADOR DE AR
4577;CHA PRONTO MAIS VITA CHA VERDE C/GENGIBRE 1L;CHÁ PRONTO;67;CHÁ
15180;SH VIZZAGE NEUTRO 5L;SHAMPOO;273;SHAMPOO
10601;PINCA SOBR QVS MINI C/2;MAQUIAGEM;189;MAQUIAGEM
5371;COENTRO EM PO 20g NIPPON;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
6123;DESINF CLEAN PLUS LAVANDA 2L;DESINFETANTE;97;DESINFETANTE
9405;DETERGENTE TRIEX 500ML ALUMINIO VERDE;LAVA LOUÇA;163;LAVA LOUÇA
11912;PASCOA OVO KINDER OVO MAXI T1 MY LITLLE PONY 100G;OVO DE PÁSCOA;216;OVO DE PÁSCOA
7918;PESSEGO EM CALDA 425g ACONCAGUA METADES;FRUTA EM CALDA;55;CALDO
1865;COXINHA ASA FG SEARA MICROONDAS 500G;AVE RESFRIADA;33;AVE RESFRIADA
18288;AGUA M PRATA PET 600ML ACTIVE NAT;ÁGUA MINERAL;315;ÁGUA MINERAL
1526;Luva P/ Lavar Carro E Limpeza Geral Microfibra - Multilaser;AUTOMOTIVO ESTOPA/ ESPONJA / LUVA / PANOS;133;FRALDA INFANTIL
2233;TOALHA ROSTO ACASA B INTENSE OFF 403;BANHO;39;BANHO
9187;JARDINEIRA PRIMAVERA PIF PAF 300G;JARDINAGEM PLANTAR;309;VERDURAS
17199;PRATO LANCHE CORONA N ETNICO AZ;UTENSÍLIOS DE PORCELANA/CERÂMICA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
18312;AGUA MIN EVIAN S/GAS 500ML;ÁGUA MINERAL;315;ÁGUA MINERAL
1838;COXA C/SBCOXA DAGRANJA SEARA S/O IQF 1KG;AVE RESFRIADA;48;BOVINO RESFRIADO
7640;FIO DENTAL GUM FLOSSERS KIDS UVA 40UN;FIO/FITA DENTAL;112;ESCOVA DENTAL ADULTO
12406;PH FS JUMUPEL 8X30M;PAPEL HIGIÊNICO;222;PAPEL HIGIÊNICO
12844;MUDA CRISANT MINI P13;PLANTAS, FLORES E ACESSÓRIOS;309;VERDURAS
1426;SACO PAPEL LANCHE HOT DOG C/50;ARTIGOS PARA FESTAS;265;SACOS
8303;GELEIA POL DANA DAMASCO 454G-VD;GELÉIA;141;GELÉIA
17456;ASSADEIRA MARINEX OVAL G 4.2L;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
13014;PRESERV PRUDENCE CORES/SABORES HORTELA C/3UN;PRESERVATIVO;189;MAQUIAGEM
1619;FILTRO BLINDADO LUBRIF TM2 PSL34MP;AUTOMOTIVO FILTROS;28;AUTOMOTIVO FILTROS
6330;DES AERO REXONA V8 150ML GTS 30ML;DESODORANTE MASCULINO;98;DESODORANTE FEMININO
8944;BEB LACTEA LIQ PAULISTA 170G, MOR;IOGURTE;155;IOGURTE
13393;PAO DE PANES 500G SOVADO;PÃES;247;PÃES
8736;LAMPADA TASCHIBRA VELA LISA LEIT 40W 220;ILUMINAÇÃO;153;ILUMINAÇÃO
7418;FAR MILHO KISABOR AMARELA 2KG;FARINÁCEO;124;FARINÁCEO
6454;DOCE FESTA BRIGAD BOM DA FESTA POUCH 385G;DOCE FESTA;103;DOCE PASTA
403;ESCOVA CAB MARCO BONI VAZADA WAVE 7566;ACESSÓRIOS PARA CABELO;6;ACESSÓRIOS PARA CABELO
17389;COPO CATUAI JUICE DRINK 285ML .;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
16094;PERNIL SUINO C/OSSO TEMP.RESF.PAMPLONAKG;SUÍNO RESFRIADO;284;SUÍNO RESFRIADO
14189;SAB BAR REXONA MEN SPORT 84G;SABONETE BARRA;259;SABONETE BARRA
2210;TOALHA BARRA JACQUARD PRATA VITRI ROSTO CINZA;BANHO;39;BANHO
5448;PIMENTA BIQUINHO 450G-PT;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
11751;CEREAL INF MUCILON ARROZ/AVEIA 230G-SACHE;NUTRIÇÃO INFANTIL;40;BARRA DE CEREAL
3292;CAFETEIRA ELECTROLUX 25X VD 220V CMB21;CAFETEIRA/CHALEIRA ELETRICA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
13117;CHUPETA FIONA BABY TAM2 AZUL 829520;PUERICULTURA;245;PUERICULTURA
10333;LINGUIÇA PORTUGUESA PERDIGÃO KG;LINGUIÇA;181;LINGUIÇA
7890;Goji Berry  Desidratada - 1kg;FRUTA DESIDRATADA;166;LEGUMES
332;ESC CAB RICCA BLACK&PINK OVAL 2408;ACESSÓRIOS PARA CABELO;6;ACESSÓRIOS PARA CABELO
7899;ABACAXI CALDA MARINAS PORTO 400G .;FRUTA EM CALDA;137;FRUTAS
15263;SH TRESEMME LISO SEDOSO 750ML;SHAMPOO;273;SHAMPOO
7571;FEIJAO AZUKI CAMPO VERDE EX.500G;FEIJÃO;125;FEIJÃO
14410;SAB LIQ ANTIBAC PROTEX PRO HIDRATA ARGAN 250ML;SABONETE LÍQUIDO;261;SABONETE LÍQUIDO
4682;COCADA RESERVA M 650GR CREMOSA .;COCADA;278;SORVETE
11833;CESTO ARTHI FLEXIVEL 24L BC 1599;ORGANIZADOR;215;ORGANIZADOR
10795;MASSA ROLINHO PRIMAV LONGWAY 450G CONG 30 FOLHAS;MASSA FRESCA;193;MASSA SECA
5383;PIMENTA CALABRESA SIAMAR 20G;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
3068;PALETA BOV BEST BEEF ANGUS (PEDACO) KG;BOVINO RESFRIADO;48;BOVINO RESFRIADO
7534;FEIJAO PRETO 1KG CB;FEIJÃO;125;FEIJÃO
3202;BONECO AVENGERS MARVEL WINTER SOLDIER;BRINQUEDOS MENINOS;50;BRINQUEDOS MENINAS
14924;APERITIVO AMPM QUEIJO PCT 90G;SALGADINHO E APERITIVO;250;QUEIJO
8820;LUMINARIA DE PLASTICO ORNAMENTAL COM LED -DAISO;ILUMINAÇÃO;153;ILUMINAÇÃO
13118;CHUPETA KUKA PREMIUM ORTO N.1 1UN ROSA;PUERICULTURA;245;PUERICULTURA
686;ALIM CAO BOB DOG FILHOTES PCT 3KG;ALIMENTO PARA CÃES;12;ALIMENTO PARA CÃES
2609;BISCOITO DE COCO kg;BISCOITO;44;BISCOITO
14520;SACO LIXO KS EXPRESS 15L PRETO COM 60;SACOS;265;SACOS
11284;MEIA LOBA ESSENCIAL PRETA M 5770-1;MEIA;133;FRALDA INFANTIL
12063;OVO BRANCO GALINHA ALHO PROCES RANCHO LUA GDE 12UN -RESD;OVOS;216;OVO DE PÁSCOA
11337;JOGO AMERICANO YOI TRESS 8105070033;MESA;58;CAMA
1408;GARFO REGINA PLAST C/50 REFEICAO BRANCO;ARTIGOS PARA FESTAS;296;UTENSÍLIOS DE INOX/ALUMÍNIO
2312;BARRA CEREAL TRIO BAN MEL 60G;BARRA DE CEREAL;40;BARRA DE CEREAL
8523;LOCAO HIDRAT NIVEA BANHO SOFT MILK 250ML;HIDRATAÇÃO PARA O CORPO;147;HIDRATAÇÃO PARA O CORPO
17974;VINAGRE BALSAMICO GALLO 250ML;VINAGRE;310;VINAGRE
15801;NECTAR MAGUARY STEVIA MARACUJA 1L;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
11714;COMPOSTO NINHO LACT VEG PREBIO 400G, 3+;NUTRIÇÃO INFANTIL;155;IOGURTE
8676;DEO COLONIA DR ANIMAL 120ML FEMEA;HIGIENE/LIMPEZA PET SHOP;77;CONDICIONADOR
1817;COXA SOBRECOXA FRANGO COPACOL S/O/P 600G;AVE RESFRIADA;48;BOVINO RESFRIADO
4334;CHAMP FREIXENET BARROCO 750ML ESANHOL;CHAMPAGNE;176;LIMPADOR MULTIUSO
442;TAPETE HIG CAO TURMA PINICAO PCT C/14;ACESSÓRIOS PET;61;CAPACHOS E TAPETES
2518;BISC ROSQ PARATI COCO 335G;BISCOITO;44;BISCOITO
11987;PASCOA MINI OVO NESTLE ALPINO 130G;OVO DE PÁSCOA;216;OVO DE PÁSCOA
7225;PALHA DE ACO INOX PARA USO EM COZINHA CO -DAISO;ESPONJA DE AÇO;12;ALIMENTO PARA CÃES
12013;PASCOA OVO GAROTO OPERETA 225G;OVO DE PÁSCOA;216;OVO DE PÁSCOA
998;AMIDO MILHO SINHA 500G PCT;AMIDO DE MILHO;124;FARINÁCEO
2773;BALA FINI URSINHO CITRICO 110G;BOMBONIERE;46;BOMBONIERE
4523;CHA TWININGS PRETO LIMAO CX 20G;CHÁ;67;CHÁ
4769;T.MAXTON KIT PRATICO 4.77 MARR.CAFE;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
5068;SUSHI MAKI CAMARAO C/QUEIJO KG;COMIDA ORIENTAL;247;PÃES
14557;SACO LIXO KOKINOS PTO REFORC 50L C/10;SACOS;265;SACOS
758;OSSO DUGS BACON/NAT C2 FANTASIA;ALIMENTO PARA CÃES;12;ALIMENTO PARA CÃES
1960;AZEITE OLIVA FILIPPO BERIO SE E V 500ML;AZEITE;35;AZEITE
2851;CHICLE BIGBIG HORTELA 350G- DY C/100;BOMBONIERE;46;BOMBONIERE
517;ASSUGRIN ADOCANTE C/SUCRALOSE 100ml;ADOÇANTE;275;SIDRA/ESPUMANTE
1531;ESTOPA BRANCA LIMPOPLUS 150G;AUTOMOTIVO ESTOPA/ ESPONJA / LUVA / PANOS;300;UTENSÍLIOS DE PLÁSTICO
18124;VINHO PORT TITULAR JAEN 750ML DAO DOC TT;VINHO;311;VINHO
7516;FAROFA MAND TOQUE CLASSE 250G;FARINÁCEO;124;FARINÁCEO
1906;AVEIA SIAMAR 500GR FLOCOS .;AVEIA;124;FARINÁCEO
9965;LIMPA VIDROS BRILUX 500ML SPR C/ALC;LIMPA VIDROS;246;PURIFICADOR DE AR
11501;MOLHO DE PIMENTA 900ml CUMARI;MOLHO DE PIMENTA;205;MOLHO DE PIMENTA
5833;CR DENT CREME COLGATE TOTAL 12 90G LV12 GTS3CD SENSIT.PRO ALI;CREME/GEL DENTAL ADULTO;87;CREME/GEL DENTAL ADULTO
7018;ESM RISQUE COLECOES DOCE ORGULHO;ESMALTE;116;ESMALTE
6716;EMPADA FGO C/PALMITO kg .;EMPADA;106;EMPADA
13549;PAO DE ALHO D`ROMA PICANTE 300G;PÃO DE ALHO;247;PÃES
6269;DES ROLL SKALA L.ARROZ/ROSAS 60ML;DESODORANTE FEMININO;98;DESODORANTE FEMININO
1814;FIESTA SEARA DESSOSADO KG TEMP;AVE RESFRIADA;39;BANHO
14543;SACO ORDENE VAC BAG EX-G 55600;SACOS;265;SACOS
17432;GARRAFA VD YANGZI MIRROR 1L PRATA;UTENSÍLIOS DE VIDRO;300;UTENSÍLIOS DE PLÁSTICO
3110;BIFE CONTRA FILE SWIFT KG;BOVINO RESFRIADO;48;BOVINO RESFRIADO
14125;REQUEIJAO TRADICIONAL SC 250G;REQUEIJÃO;256;REQUEIJÃO
11074;CADERNO TILIBRA CD UNIV 10M 200F KISS;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
13004;PRESERV BLOWTEX C/3 HOT QUENTE;PRESERVATIVO;163;LAVA LOUÇA
14280;SAB BAR ANTIBAC PROTEX ERVA- DOCE 130G;SABONETE BARRA;259;SABONETE BARRA
14029;REMOVEDOR SUPREMA FLORATA 1L;REMOVEDOR;254;REMOVEDOR
1841;SOBRECOXA FRANGO NAT RESF BJ 800G;AVE RESFRIADA;33;AVE RESFRIADA
15468;ESPUMANTE LIRICA CRUA BRUT 750ML;SIDRA/ESPUMANTE;275;SIDRA/ESPUMANTE
15372;SHAMP HELLO KITTY 260ML CAB CACHEAD;SHAMPOO INFANTIL;273;SHAMPOO
12279;SACO PANO ALKLIN ALG ALV XADREZ 38X60CM;PANOS/FLANELAS;265;SACOS
8451;HAMB MISTER BEEF 56g;HAMBÚRGUER;250;QUEIJO
2425;BEB SOJA ADES PESSEGO ZERO 1L;BEBIDA A BASE DE SOJA;42;BEBIDA A BASE DE SOJA
15645;SORVETE PALETITAS GREGO BLUEBERRY 1,8LT;SORVETE;278;SORVETE
8452;HAMB. SEARA TEXAS BURGUER 90G MISTO;HAMBÚRGUER;145;HAMBÚRGUER
9789;LEITE PO INTEGRAL ITAMBE 1KG;LEITE EM PÓ;171;LEITE UHT
12468;CJ CLIPS JOIE CORUJA C/2 10117;PAPELARIA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
12714;BACON KASSEL LOMBO kg;PERTENCES FEIJOADA;247;PÃES
16513;LUSTRA MOVEIS TRIEX JASMIN 200ML;TRATAMENTO DE MÓVEIS;293;TRATAMENTO DE MÓVEIS
17152;PRATO RASO 26CM, BEAUTY;UTENSÍLIOS DE PORCELANA/CERÂMICA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
5361;CHIMICHURRI CHELLI PCT 30G;CONDIMENTO NATURAL;166;LEGUMES
4304;CERV LEFFE BLONDE ONE WAY LN 330ML;CERVEJA;63;CERVEJA
16598;CAIXA TERMICA 32L TERMOLAR VERDE;TÉRMICOS;300;UTENSÍLIOS DE PLÁSTICO
11506;MOLHO TOSCANO 1L PIMENTA VERMELHA .;MOLHO DE PIMENTA;205;MOLHO DE PIMENTA
16180;TV LG 49 LED ULTRA HD 4K SM 49UK6310;TELEVISÃO;153;ILUMINAÇÃO
7813;FRALDA BANNY BABY EX GDE C/20;FRALDA INFANTIL;133;FRALDA INFANTIL
13321;ODORIZ PEDRA BIOLIMP 1UN, FLORAL;PURIFICADOR DE AR;246;PURIFICADOR DE AR
17675;VASO ACASA N CERAM RX 465;VASOS;157;JARDINAGEM PLANTAR
14914;SALG DORITOS SWEET CHILI PCT 96G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
16713;MARMITA ARCO IRIS 5 PRATOS .;UTENSÍLIOS DE INOX/ALUMÍNIO;300;UTENSÍLIOS DE PLÁSTICO
15953;SUCO CAMPO LARGO UVA LEV 250ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
6851;ESC DENT BAS DENTALCLEAN METALLI MACIA LV3PG2;ESCOVA DENTAL ADULTO;112;ESCOVA DENTAL ADULTO
4487;CHA RISTON HERBAL CEREJA/JASMINE CX/25;CHÁ;67;CHÁ
7022;ESM BEAUTY COLOR TRANSP GRAD DUQ 1UN;ESMALTE;116;ESMALTE
7410;MIST BOLO FINNA 450G BAUNILHA;FARINÁCEO;124;FARINÁCEO
7937;NUTRIATIVA BANANA PASSA 100g;FRUTA SECA;137;FRUTAS
14447;SABON LIQ REXONA MEN ACTIVE 200ML;SABONETE LÍQUIDO;259;SABONETE BARRA
13172;CHUPETA LILLO FUNNY ORTO SIL MENINO TAM 2;PUERICULTURA;245;PUERICULTURA
11355;AMERICANO ACASA 45X30 LR SPA419;MESA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
3430;CAFE MERIDIANO EXPRESSO TORRADO 250G;CAFÉ;54;CAFÉ
10494;MANTEIGA BUFALA BOM DESTINO 200G-PT C/ SAL;MANTEIGA;187;MANTEIGA
13460;RIC PAO HAMBURGUER 250g;PÃES;247;PÃES
2015;AZEITONA VDE S/CAR kg GRANEL;AZEITONA;36;AZEITONA
9166;SEM. FELTRIN MAXIXE DO NORTE;JARDINAGEM PLANTAR;157;JARDINAGEM PLANTAR
7122;ESM COLORAMA 1UN-SM FORTALECEDOR;ESMALTE;116;ESMALTE
4657;COBER SORVETE KENKO CARAMELO 250ML;COBERTURA;278;SORVETE
7345;FARINHA ROSCA PREZUNIC 500G;FARINÁCEO;124;FARINÁCEO
17716;BATATA CONG PALITO LAR 400G;VEGETAL CONGELADO;269;SALGADINHO E APERITIVO
824;RACAO FARO 1kg GATOS FILHOTE LEITE .;ALIMENTO PARA GATOS;12;ALIMENTO PARA CÃES
13794;REFRESCO TORNADO 20G UVA;REFRESCO EM PÓ;251;REFRESCO EM PÓ
15118;GRANOLA VITAPAO 1KG-PC;SAUDÁVEL;272;SAUDÁVEL
4140;CERV SKOL BEATS SENSES LT 473ML;CERVEJA;63;CERVEJA
4038;CADEIRA TRAMONTINA SISSI C/B BC 92045010;CAMPING/PESCA;133;FRALDA INFANTIL
1805;FIESTA SEARA TEMP ASSA FACIL KG;AVE RESFRIADA;309;VERDURAS
1728;OLEO P/MOTO4t SELENIA ESPRINT 1L;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS;35;AZEITE
1315;VELA REGINA C/GLITER ROSA N.05;ARTIGOS PARA FESTAS;23;ARTIGOS PARA FESTAS
1224;ARROZ ALBARUSKA PILAO 1KG TP1;ARROZ;22;ARROZ
12356;PAPEL MANTEIGA ROLO 1X20 ROLO-66667231;PAPEIS;195;MATERIAL ESCOLAR
4722;COGUMELO TIO PACO FAT 200G;COGUMELO;72;COGUMELO
4754;T.FLEURY KIT COLOR.ESP. (7.0) LOURO;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
